Country,EdLevel,LearnCode,Age,YearsCodePro,Salary
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,25-34 years old,11.0,74066.0
Turkey,Bachelor’s degree,Others,25-34 years old,6.0,50000.0
Canada,Bachelor’s degree,Online Resources,18-24 years old,1.0,52186.0
United States of America,Master’s degree,Online Resources,18-24 years old,1.0,54000.0
United States of America,Less than a Bachelors,School,35-44 years old,12.0,51000.0
United States of America,Master’s degree,Online Resources,25-34 years old,6.0,100000.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,18.0,88800.0
Germany,Master’s degree,Online Resources,35-44 years old,10.0,91883.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,1.0,52000.0
Canada,Bachelor’s degree,Online Resources,18-24 years old,2.0,86976.0
Poland,Less than a Bachelors,School,18-24 years old,3.0,48600.0
United States of America,Less than a Bachelors,Online Resources,45-54 years old,15.0,100000.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,7.0,93000.0
Poland,Master’s degree,School,25-34 years old,6.0,82008.0
Russian Federation,Master’s degree,Online Resources,25-34 years old,10.0,69595.0
Canada,Master’s degree,Online Resources,25-34 years old,0.5,51429.0
United States of America,Bachelor’s degree,Bootcamp,25-34 years old,2.0,65000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,13.0,69800.0
India,Bachelor’s degree,Online Resources,25-34 years old,5.0,41885.0
Norway,Master’s degree,School,25-34 years old,2.0,64737.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,0.5,53000.0
Norway,Master’s degree,Others,35-44 years old,15.0,80922.0
Germany,Master’s degree,School,25-34 years old,2.0,75669.0
Poland,Bachelor’s degree,Others,25-34 years old,8.0,50625.0
Germany,Bachelor’s degree,Online Resources,35-44 years old,15.0,54049.0
United States of America,Bachelor’s degree,Online Resources,45-54 years old,8.0,107000.0
United States of America,Bachelor’s degree,School,25-34 years old,5.0,92500.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,0.5,68000.0
Belgium,Professional degree,Online Resources,25-34 years old,11.0,90804.0
Australia,PHD,Others,35-44 years old,9.0,103555.0
United States of America,Bachelor’s degree,School,18-24 years old,2.0,78000.0
United States of America,Bachelor’s degree,Others,55-64 years old,21.0,80000.0
United States of America,Bachelor’s degree,School,25-34 years old,4.0,100000.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,8.0,51500.0
Netherlands,Bachelor’s degree,School,35-44 years old,17.0,42804.0
Canada,Less than a Bachelors,Online Resources,25-34 years old,3.0,54456.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,3.0,70000.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,2.0,86000.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,2.0,65000.0
Switzerland,Master’s degree,Online Resources,25-34 years old,6.0,51888.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,45-54 years old,25.0,55582.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,55-64 years old,36.0,90482.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,3.0,100000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,6.0,77556.0
United States of America,Master’s degree,Online Resources,45-54 years old,5.0,85000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,25-34 years old,12.0,58167.0
Germany,Master’s degree,Bootcamp,25-34 years old,6.0,81074.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,2.0,71500.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,5.0,98000.0
United States of America,Master’s degree,School,25-34 years old,2.0,93000.0
United States of America,Bachelor’s degree,School,18-24 years old,1.0,74870.0
United States of America,Bachelor’s degree,Online Resources,45-54 years old,26.0,50000.0
Sweden,Less than a Bachelors,Online Resources,25-34 years old,13.0,49092.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,3.0,90482.0
Canada,Less than a Bachelors,School,35-44 years old,16.0,56723.0
United States of America,Less than a Bachelors,Others,18-24 years old,0.5,44000.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,6.0,85000.0
Canada,Master’s degree,Online Resources,18-24 years old,2.0,75631.0
France,Master’s degree,Online Resources,25-34 years old,14.0,64859.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,18-24 years old,2.0,45241.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,5.0,71093.0
United States of America,Less than a Bachelors,Online Resources,35-44 years old,11.0,105000.0
Canada,Bachelor’s degree,School,25-34 years old,5.0,75631.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,6.0,65811.0
Poland,Bachelor’s degree,Online Resources,18-24 years old,1.0,45564.0
Australia,Less than a Bachelors,Online Resources,25-34 years old,1.0,87521.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,Online Resources,Under 18 years old,6.0,108578.0
Norway,PHD,Online Resources,25-34 years old,5.0,58803.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,4.0,100000.0
United States of America,Master’s degree,Others,25-34 years old,3.0,65000.0
Canada,Master’s degree,Online Resources,25-34 years old,6.0,60505.0
Brazil,Master’s degree,School,35-44 years old,10.0,43980.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,1.0,108000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,2.0,56874.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,2.0,88000.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,16.0,86000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,18-24 years old,2.0,71093.0
Australia,Bachelor’s degree,School,35-44 years old,16.0,60129.0
Australia,Master’s degree,Online Resources,45-54 years old,22.0,90861.0
Canada,Bachelor’s degree,School,18-24 years old,0.5,49917.0
United States of America,Bachelor’s degree,School,35-44 years old,15.0,105000.0
Mexico,Bachelor’s degree,Online Resources,35-44 years old,17.0,61406.0
Brazil,Bachelor’s degree,School,25-34 years old,4.0,48000.0
Australia,Bachelor’s degree,Online Resources,25-34 years old,7.0,57790.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,4.0,90000.0
Mexico,Master’s degree,Online Resources,35-44 years old,12.0,51708.0
Canada,Bachelor’s degree,Online Resources,18-24 years old,0.5,56723.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,7.0,76000.0
Australia,Bachelor’s degree,Others,35-44 years old,21.0,87788.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,17.0,90000.0
Canada,Bachelor’s degree,Online Resources,25-34 years old,10.0,83194.0
Canada,Master’s degree,Others,25-34 years old,5.0,103993.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,4.0,80000.0
United States of America,Bachelor’s degree,Online Resources,35-44 years old,4.0,61500.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,0.5,76263.0
Australia,Bachelor’s degree,Online Resources,45-54 years old,20.0,93533.0
United States of America,Bachelor’s degree,School,35-44 years old,15.0,95000.0
Canada,Bachelor’s degree,Others,25-34 years old,2.0,98321.0
Australia,Bachelor’s degree,School,45-54 years old,23.0,76831.0
United States of America,Less than a Bachelors,Online Resources,Under 18 years old,2.0,42000.0
Australia,Bachelor’s degree,School,45-54 years old,14.0,70150.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,2.0,88900.0
Germany,Less than a Bachelors,School,25-34 years old,6.0,59454.0
Canada,Bachelor’s degree,Others,45-54 years old,30.0,105884.0
Canada,Less than a Bachelors,Online Resources,55-64 years old,44.0,71850.0
Germany,Less than a Bachelors,School,25-34 years old,5.0,41587.0
United States of America,Bachelor’s degree,Online Resources,18-24 years old,3.0,66000.0
Australia,Master’s degree,School,35-44 years old,8.0,48637.0
United States of America,Less than a Bachelors,Online Resources,25-34 years old,9.0,105500.0
India,Master’s degree,Others,35-44 years old,6.0,46074.0
Canada,Bachelor’s degree,Online Resources,25-34 years old,0.5,56723.0
United States of America,Less than a Bachelors,Online Resources,35-44 years old,10.0,70000.0
India,Master’s degree,School,25-34 years old,7.0,43281.0
Canada,Bachelor’s degree,School,45-54 years old,29.0,94539.0
Australia,Bachelor’s degree,Bootcamp,35-44 years old,8.0,86853.0
Norway,Less than a Bachelors,Online Resources,45-54 years old,24.0,70132.0
Canada,Bachelor’s degree,Online Resources,18-24 years old,3.0,62018.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,35-44 years old,17.0,77556.0
Germany,Master’s degree,Online Resources,35-44 years old,7.0,45396.0
United States of America,Bachelor’s degree,Online Resources,25-34 years old,3.0,75000.0
Spain,Master’s degree,School,25-34 years old,6.0,44861.0
Netherlands,Bachelor’s degree,School,25-34 years old,8.0,81074.0
Ukraine,Master’s degree,Online Resources,25-34 years old,4.0,48936.0
Germany,Bachelor’s degree,School,25-34 years old,7.0,45396.0
Spain,Master’s degree,Online Resources,25-34 years old,3.0,41942.0
Germany,Master’s degree,Online Resources,25-34 years old,5.0,54049.0
Spain,Less than a Bachelors,Online Resources,35-44 years old,22.0,46482.0
Spain,Bachelor’s degree,School,35-44 years old,12.0,70804.0
Netherlands,Bachelor’s degree,Online Resources,35-44 years old,14.0,84960.0
Germany,Master’s degree,School,25-34 years old,6.0,75669.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,School,25-34 years old,2.0,77556.0
Australia,Bachelor’s degree,School,35-44 years old,20.0,74159.0
Netherlands,Master’s degree,Others,25-34 years old,5.0,53184.0
Austria,Bachelor’s degree,Online Resources,25-34 years old,8.0,46482.0
France,Master’s degree,School,25-34 years old,9.0,54049.0
Sweden,Master’s degree,School,25-34 years old,7.0,49093.0
Turkey,Less than a Bachelors,Online Resources,35-44 years old,21.0,49308.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,25-34 years old,2.0,45241.0
Sweden,Less than a Bachelors,Online Resources,35-44 years old,10.0,67500.0
Germany,Master’s degree,School,25-34 years old,5.0,58368.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,1.0,45401.0
Sweden,Master’s degree,School,25-34 years old,3.0,43080.0
India,Bachelor’s degree,Online Resources,25-34 years old,7.0,50262.0
Germany,Master’s degree,School,25-34 years old,23.0,44320.0
Germany,Bachelor’s degree,School,35-44 years old,5.0,47239.0
Netherlands,Master’s degree,Online Resources,25-34 years old,6.0,53184.0
France,Bachelor’s degree,Online Resources,35-44 years old,10.0,43239.0
Sweden,Bachelor’s degree,School,25-34 years old,7.0,79264.0
Turkey,Bachelor’s degree,School,35-44 years old,13.0,69036.0
Germany,Bachelor’s degree,School,25-34 years old,9.0,70264.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,15.0,71093.0
Netherlands,Less than a Bachelors,Online Resources,25-34 years old,6.0,97288.0
Germany,Bachelor’s degree,Others,25-34 years old,5.0,56211.0
Sweden,Less than a Bachelors,Online Resources,25-34 years old,4.0,44304.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,School,25-34 years old,5.0,51057.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,10.0,86478.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Bootcamp,25-34 years old,1.0,43948.0
Germany,Bachelor’s degree,School,18-24 years old,3.0,44628.0
Sweden,Less than a Bachelors,Others,25-34 years old,7.0,54000.0
Sweden,PHD,School,35-44 years old,13.0,61368.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,3.0,64859.0
Germany,Less than a Bachelors,Online Resources,25-34 years old,10.0,64859.0
France,Master’s degree,Online Resources,25-34 years old,3.0,46482.0
Sweden,Master’s degree,Online Resources,25-34 years old,2.0,42828.0
Russian Federation,Bachelor’s degree,Bootcamp,35-44 years old,15.0,84000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Others,35-44 years old,6.0,54289.0
Germany,Master’s degree,Online Resources,35-44 years old,10.0,58368.0
Australia,Bachelor’s degree,Online Resources,35-44 years old,19.0,98395.0
United Kingdom of Great Britain and Northern Ireland,PHD,Others,35-44 years old,12.0,84019.0
Italy,Bachelor’s degree,Online Resources,18-24 years old,2.0,54050.0
Germany,Less than a Bachelors,Online Resources,18-24 years old,3.0,45401.0
Germany,Master’s degree,Online Resources,25-34 years old,2.0,54480.0
Poland,Bachelor’s degree,Online Resources,25-34 years old,4.0,75936.0
Canada,Less than a Bachelors,Online Resources,18-24 years old,2.0,79413.0
Spain,Bachelor’s degree,Online Resources,25-34 years old,6.0,42804.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,25-34 years old,8.0,71093.0
Germany,Less than a Bachelors,Others,25-34 years old,12.0,70264.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,2.0,54049.0
Sweden,Less than a Bachelors,School,25-34 years old,4.0,42960.0
Germany,Less than a Bachelors,School,35-44 years old,17.0,86478.0
Australia,PHD,Online Resources,25-34 years old,5.0,100214.0
Germany,Bachelor’s degree,Online Resources,25-34 years old,9.0,74588.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Others,55-64 years old,30.0,103408.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Online Resources,35-44 years old,6.0,47180.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,Online Resources,18-24 years old,2.0,52996.0
France,Master’s degree,Others,35-44 years old,19.0,43239.0
United Kingdom of Great Britain and Northern Ireland,PHD,School,25-34 years old,3.0,71093.0
